"blueWins","blueWardsPlaced","blueWardsDestroyed","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueTowersDestroyed","blueTotalGold","blueAvgLevel","blueTotalExperience","blueTotalMinionsKilled","blueTotalJungleMinionsKilled","blueGoldDiff","blueExperienceDiff","redWardsPlaced","redWardsDestroyed","redFirstBlood","redKills","redDeaths","redAssists","redEliteMonsters","redTowersDestroyed","redTotalGold","redAvgLevel","redTotalExperience","redTotalMinionsKilled","redTotalJungleMinionsKilled","redGoldDiff","redExperienceDiff"
1,14,3,"1",5,4,3,1,0,15943,7.4,19262,238,64,63,648,16,1,"0",4,5,5,0,0,15880,7,18614,210,64,-63,-648
1,17,0,"0",4,8,6,1,0,15891,7,18304,222,68,-2132,-484,15,2,"1",8,4,13,1,0,18023,7,18788,230,47,2132,484
0,12,4,"0",5,6,5,1,0,16216,7,19002,211,71,-976,-964,15,2,"1",6,5,8,1,0,17192,7.6,19966,222,69,976,964
0,86,4,"1",3,5,3,0,0,14754,6.6,17158,186,62,-1342,-1966,36,6,"0",5,3,6,1,0,16096,7.2,19124,218,54,1342,1966
1,16,1,"1",8,2,5,1,0,16909,7.2,18318,229,40,2304,2532,14,3,"0",2,8,2,0,0,14605,6.2,15786,208,44,-2304,-2532
1,15,6,"0",10,2,11,0,0,18858,7.2,19691,218,70,4219,3379,83,3,"1",2,10,1,1,0,14639,6.6,16312,219,56,-4219,-3379
0,22,7,"1",6,7,7,0,0,15952,6.8,17112,180,45,-2049,-2340,46,6,"0",7,6,9,0,0,18001,7.2,19452,243,46,2049,2340
0,16,4,"0",1,5,2,0,0,13286,6.2,15085,187,48,-4179,-3823,20,4,"1",5,1,4,1,0,17465,7,18908,236,67,4179,3823
0,17,7,"0",6,6,9,0,0,16812,7.2,18466,269,40,-66,-1073,19,5,"1",6,6,3,1,0,16878,7,19539,245,56,66,1073
1,16,3,"0",9,7,13,2,0,17906,6.8,18001,178,60,510,142,14,1,"1",7,9,4,0,0,17396,6.8,17859,215,56,-510,-142
0,15,3,"1",4,3,2,1,0,16408,7.2,19181,263,53,2591,1567,15,2,"0",3,4,1,1,0,13817,6.8,17614,208,35,-2591,-1567
0,14,1,"1",4,12,5,0,0,15056,6.4,16369,198,46,-3772,-3034,13,1,"0",12,4,20,1,1,18828,7.4,19403,177,53,3772,3034
0,25,1,"1",6,6,11,1,0,17831,6.8,18269,240,43,965,-878,17,2,"0",6,6,7,0,0,16866,7,19147,233,51,-965,878
0,11,1,"0",1,5,1,0,0,13738,6.6,16678,223,34,-3468,-2158,14,2,"1",5,1,7,2,0,17206,7.4,18836,259,70,3468,2158
1,25,5,"1",14,3,15,0,0,20317,7.4,20330,212,54,6153,3916,13,4,"0",3,14,4,0,0,14164,6.4,16414,196,45,-6153,-3916
0,15,0,"0",0,5,0,0,0,14091,6.4,16184,233,60,-2216,-2730,56,2,"1",5,0,8,1,0,16307,7,18914,229,60,2216,2730
0,17,4,"0",6,11,4,1,0,16036,6.6,16916,191,39,-2308,-1767,19,6,"1",11,6,14,0,0,18344,7.2,18683,206,28,2308,1767
1,17,4,"1",6,6,5,1,0,17052,6.6,17392,210,54,1917,-179,14,2,"0",6,6,3,1,0,15135,7,17571,194,51,-1917,179
0,14,4,"0",4,7,6,0,0,16354,7,18778,268,52,-1676,-1759,13,4,"1",7,4,8,1,0,18030,7.4,20537,244,84,1676,1759
1,18,1,"1",10,5,8,1,0,18297,7.2,19476,242,48,2709,1259,13,0,"0",5,10,7,0,0,15588,6.8,18217,214,60,-2709,-1259
0,17,5,"0",6,8,5,0,0,15748,6.6,16524,222,36,-1304,-552,40,6,"1",8,6,12,1,0,17052,6.8,17076,216,46,1304,552
1,42,4,"1",8,5,10,1,0,17886,7.4,20099,229,59,1824,1409,14,1,"0",5,8,5,0,0,16062,7.2,18690,222,60,-1824,-1409
0,17,7,"0",11,8,15,0,0,17069,6.6,16703,174,38,229,-45,17,5,"1",8,11,9,2,0,16840,6.8,16748,212,44,-229,45
1,15,2,"0",4,4,4,1,0,16631,7.2,19310,252,57,1507,1667,29,2,"1",4,4,1,0,0,15124,7,17643,214,56,-1507,-1667
0,12,3,"0",1,5,3,1,0,14766,7,18364,231,65,-1787,-1135,17,3,"1",5,1,4,0,0,16553,7,19499,235,61,1787,1135
0,14,2,"0",8,7,3,0,0,17113,7.2,19396,234,49,815,1397,15,2,"1",7,8,4,0,0,16298,6.8,17999,182,52,-815,-1397
0,13,2,"0",5,14,6,1,0,15120,6.6,16713,167,48,-4767,-5061,15,1,"1",14,5,9,0,0,19887,7.8,21774,238,44,4767,5061
0,13,3,"0",4,6,6,0,0,15339,6.6,16302,221,43,-1861,-2532,15,4,"1",6,4,10,1,0,17200,7,18834,262,64,1861,2532
0,68,0,"0",1,14,1,1,0,13438,5.8,14164,174,53,-7655,-4485,15,4,"1",14,1,18,0,1,21093,7,18649,234,29,7655,4485
1,20,1,"0",4,9,3,0,0,15582,6.8,17281,212,56,-2058,-2051,12,6,"1",9,4,11,0,0,17640,7.2,19332,224,54,2058,2051
1,16,3,"0",5,5,7,1,0,15441,6.6,17550,201,52,-575,-208,18,1,"1",5,5,3,0,0,16016,6.8,17758,213,64,575,208
0,12,2,"1",4,2,2,1,0,16002,7.2,18467,245,61,1765,701,15,0,"0",2,4,1,0,0,14237,6.8,17766,212,58,-1765,-701
0,13,5,"1",5,5,8,1,0,16009,6.8,18033,220,40,540,269,15,2,"0",5,5,8,1,0,15469,6.8,17764,185,54,-540,-269
1,16,3,"0",12,9,15,0,0,18106,6.6,16668,186,48,862,-442,17,4,"1",9,12,11,1,0,17244,6.8,17110,204,48,-862,442
1,35,3,"1",6,2,9,1,0,16501,6.6,18428,221,44,2761,1659,15,1,"0",2,6,1,0,0,13740,6.6,16769,201,40,-2761,-1659
0,14,2,"0",3,8,3,0,0,15505,6.8,17721,227,61,-1249,-853,84,4,"1",8,3,5,1,0,16754,7.2,18574,214,44,1249,853
1,35,2,"0",5,5,3,0,0,16195,7,19145,244,60,-75,655,17,4,"1",5,5,5,1,0,16270,7,18490,217,52,75,-655
1,18,3,"1",14,5,12,1,0,20294,6.8,18459,230,48,5805,4777,17,1,"0",5,14,6,0,0,14489,5.8,13682,178,28,-5805,-4777
0,22,4,"0",5,7,3,1,0,15475,7,18145,198,59,-810,-305,13,5,"1",7,5,11,1,0,16285,7,18450,212,52,810,305
0,124,3,"1",5,4,6,1,0,16243,7,18154,225,51,1034,706,17,4,"0",4,5,2,0,0,15209,6.8,17448,227,47,-1034,-706
1,18,1,"1",3,7,2,0,0,15065,6.6,17137,231,50,-2595,-2856,17,8,"0",7,3,6,1,0,17660,7.4,19993,260,51,2595,2856
1,22,5,"0",1,2,3,0,0,14359,6.8,17258,228,55,-334,-73,16,1,"1",2,1,1,1,0,14693,6.6,17331,223,48,334,73
1,13,3,"1",11,4,8,2,1,19377,7.4,20008,233,44,3806,2161,15,0,"0",4,11,4,0,0,15571,7,17847,231,44,-3806,-2161
0,34,3,"0",2,7,2,0,0,14135,6.8,17185,220,37,-2711,-2547,13,2,"1",7,2,7,0,0,16846,7.2,19732,230,58,2711,2547
1,24,1,"1",8,4,8,0,0,17448,6.8,18315,242,48,2551,1754,17,1,"0",4,8,7,0,0,14897,6.6,16561,195,46,-2551,-1754
0,50,12,"1",6,3,9,1,0,15958,6.6,17693,213,48,66,-446,37,3,"0",3,6,3,0,0,15892,6.8,18139,254,60,-66,446
0,16,3,"0",10,5,13,1,0,18287,7.2,18402,213,52,2242,727,36,1,"1",5,10,3,0,0,16045,6.8,17675,225,47,-2242,-727
0,13,2,"0",2,5,2,1,0,15534,7,17975,252,51,-893,-213,13,4,"1",5,2,8,0,0,16427,7,18188,231,44,893,213
0,33,1,"0",2,5,2,0,0,14935,7,17703,230,56,-1208,-152,17,1,"1",5,2,8,1,0,16143,7,17855,248,43,1208,152
1,13,3,"0",12,4,11,0,0,19331,7.2,19387,255,50,4003,2566,17,1,"1",4,12,5,1,0,15328,6.8,16821,215,50,-4003,-2566
1,17,3,"0",8,6,7,1,0,17131,7.4,19719,240,43,819,2149,13,5,"1",6,8,9,0,0,16312,7,17570,206,52,-819,-2149
1,78,4,"1",9,3,10,0,0,17983,7,18340,230,52,4009,1935,18,0,"0",3,9,1,1,0,13974,6.6,16405,183,49,-4009,-1935
0,16,2,"0",5,6,5,1,0,16842,7,18443,221,58,-259,-1001,16,4,"1",6,5,6,0,0,17101,7.4,19444,247,64,259,1001
0,22,2,"1",9,6,13,0,0,17569,6.8,17101,212,40,1728,-738,11,2,"0",6,9,7,0,0,15841,7,17839,180,56,-1728,738
0,15,5,"0",5,5,3,1,0,15882,6.8,16956,241,48,474,393,15,2,"1",5,5,6,1,0,15408,6.4,16563,207,36,-474,-393
0,19,2,"1",9,3,8,0,0,17049,6.8,17241,202,41,1863,328,17,2,"0",3,9,5,0,0,15186,6.8,16913,204,58,-1863,-328
0,40,4,"0",1,7,1,0,0,13556,6.8,16451,200,48,-3846,-2306,17,5,"1",7,1,7,1,0,17402,7.2,18757,253,52,3846,2306
0,13,1,"0",1,3,1,0,0,14692,7,18342,227,47,-2373,-1592,17,1,"1",3,1,5,1,0,17065,7.2,19934,250,76,2373,1592
1,15,2,"0",8,7,10,1,0,17000,6.6,16417,204,49,218,-204,14,5,"1",7,8,5,0,0,16782,6.8,16621,209,55,-218,204
1,31,2,"1",6,4,7,0,0,17200,7.2,18984,235,59,2208,1929,20,1,"0",4,6,5,0,0,14992,6.6,17055,215,40,-2208,-1929
0,44,2,"0",5,7,2,1,0,15409,7.2,18408,217,64,-1440,-373,17,4,"1",7,5,9,0,0,16849,7.2,18781,241,52,1440,373
0,27,2,"0",10,12,13,1,0,17283,6.4,16235,184,36,-845,-1743,14,5,"1",12,10,7,0,0,18128,6.8,17978,208,68,845,1743
0,16,0,"0",5,9,5,0,0,15477,6.4,15965,173,47,-2635,-2694,12,3,"1",9,5,12,1,0,18112,7,18659,241,43,2635,2694
1,54,4,"0",6,1,8,2,0,16763,7,18897,224,51,2817,2414,37,3,"1",1,6,1,0,0,13946,6.4,16483,207,56,-2817,-2414
1,13,3,"0",9,5,4,2,0,18434,7.4,20263,223,70,2812,2497,16,2,"1",5,9,3,0,0,15622,7.2,17766,226,55,-2812,-2497
0,17,3,"0",1,6,2,0,0,13731,6.6,16666,218,44,-3864,-2759,24,4,"1",6,1,10,1,0,17595,7.2,19425,263,48,3864,2759
1,14,2,"0",5,6,6,1,0,17251,7.4,19984,233,76,334,955,16,2,"1",6,5,5,0,0,16917,7,19029,230,60,-334,-955
1,12,2,"1",7,6,5,1,0,17051,7,18864,246,44,1909,2436,16,0,"0",6,7,8,0,0,15142,6.4,16428,196,40,-1909,-2436
0,14,1,"1",7,7,6,0,0,16346,7,18557,209,44,-346,-358,33,1,"0",7,7,7,0,0,16692,7.2,18915,182,67,346,358
1,24,3,"1",14,4,14,0,0,21095,7.6,21242,249,67,5802,5396,13,5,"0",4,14,5,1,0,15293,6.2,15846,186,44,-5802,-5396
1,14,1,"1",6,4,3,1,0,16434,7,18641,228,47,1085,1048,12,2,"0",4,6,2,0,0,15349,6.6,17593,220,48,-1085,-1048
0,36,2,"1",4,11,2,1,0,15834,6.8,18362,197,56,-2383,-1807,16,1,"0",11,4,7,0,0,18217,7.4,20169,182,59,2383,1807
1,40,7,"0",8,9,9,1,0,16968,7,18900,214,45,306,1895,25,4,"1",9,8,10,0,0,16662,6.6,17005,208,33,-306,-1895
0,19,2,"1",5,7,7,0,0,15949,6.8,17005,209,51,-1568,-1850,19,5,"0",7,5,8,1,0,17517,7.2,18855,215,71,1568,1850
1,17,3,"0",5,7,3,1,0,16056,6.8,17578,234,56,-1419,-1156,39,2,"1",7,5,13,1,0,17475,7,18734,227,52,1419,1156
1,27,5,"1",10,6,8,1,0,18392,6.8,18818,222,52,2263,1634,18,1,"0",6,10,5,1,0,16129,6.4,17184,213,60,-2263,-1634
1,17,4,"1",6,2,9,0,0,16415,7.2,18271,230,43,1374,1225,17,4,"0",2,6,2,1,0,15041,6.8,17046,217,51,-1374,-1225
1,18,5,"0",14,4,21,1,0,19948,7.4,20064,220,56,4301,3444,66,2,"1",4,14,4,0,0,15647,6.6,16620,205,60,-4301,-3444
1,13,0,"1",9,4,6,0,0,18189,7,19191,220,54,3905,3713,15,3,"0",4,9,3,0,0,14284,6.2,15478,181,52,-3905,-3713
1,15,2,"0",3,8,4,0,0,14398,6.6,15990,194,42,-2919,-2318,16,2,"1",8,3,9,1,0,17317,7,18308,207,51,2919,2318
1,22,2,"1",6,0,8,1,0,17359,7.4,20592,265,59,2923,2787,15,7,"0",0,6,0,0,0,14436,6.8,17805,242,48,-2923,-2787
0,19,2,"0",4,7,3,0,0,15817,6.8,17535,210,55,-1059,-951,15,4,"1",7,4,9,2,0,16876,7,18486,214,49,1059,951
0,12,0,"0",3,5,3,1,0,15861,7,19121,270,52,-406,-14,14,1,"1",5,3,7,1,0,16267,7,19135,235,56,406,14
1,16,1,"0",7,3,7,1,0,16355,7,18991,238,43,1143,1251,11,0,"1",3,7,2,0,0,15212,7,17740,216,59,-1143,-1251
1,57,3,"0",11,9,13,0,0,18333,7,18622,225,56,736,266,15,2,"1",9,11,9,1,0,17597,7.2,18356,205,44,-736,-266
0,10,0,"1",2,11,3,0,0,14562,6.8,16952,196,68,-4816,-3750,12,1,"0",11,2,12,1,0,19378,7.4,20702,259,48,4816,3750
1,18,4,"0",11,6,13,2,0,19677,7.6,20488,236,57,3977,3949,36,5,"1",6,11,12,0,0,15700,6.4,16539,208,32,-3977,-3949
1,18,5,"0",11,7,14,0,0,18793,7,18395,217,37,3026,3357,20,2,"1",7,11,8,1,0,15767,6.4,15038,174,37,-3026,-3357
0,22,3,"0",4,12,0,1,0,14276,6.8,16422,190,51,-4262,-2426,16,2,"1",12,4,14,0,0,18538,7.2,18848,224,40,4262,2426
0,18,1,"1",4,1,4,1,1,16808,6.8,17831,227,46,2476,772,15,2,"0",1,4,0,1,0,14332,6.8,17059,248,53,-2476,-772
0,15,2,"0",3,9,3,0,0,15002,6.6,16448,217,41,-3545,-3206,39,2,"1",9,3,10,2,0,18547,7.4,19654,224,55,3545,3206
0,16,3,"0",4,9,5,1,0,14354,6.4,15677,173,49,-4324,-2979,30,3,"1",9,4,13,1,0,18678,7,18656,213,55,4324,2979
1,11,3,"0",5,6,6,1,0,15926,7.2,19262,223,63,-496,-837,9,2,"1",6,5,5,0,0,16422,7.4,20099,218,46,496,837
0,18,3,"0",3,5,5,0,0,14742,6.6,16162,241,38,-1620,-1442,17,2,"1",5,3,6,1,0,16362,7,17604,226,62,1620,1442
1,18,3,"1",6,10,8,0,0,16481,6.8,17069,201,48,-1334,-1607,14,4,"0",10,6,12,1,0,17815,7.2,18676,198,44,1334,1607
0,39,1,"1",9,8,5,0,0,16307,7,17660,194,32,-796,-217,18,6,"0",8,9,10,0,0,17103,6.8,17877,215,44,796,217
1,39,3,"1",6,2,3,1,0,16569,7.2,19120,238,44,1398,1804,17,18,"0",2,6,3,0,0,15171,6.6,17316,233,60,-1398,-1804
1,17,4,"1",5,3,5,0,0,17322,7,19067,229,63,3005,1938,18,2,"0",3,5,4,0,0,14317,6.4,17129,197,32,-3005,-1938
0,18,4,"1",3,8,2,0,0,14711,6.8,16559,222,40,-3156,-3287,18,4,"0",8,3,6,0,0,17867,7.2,19846,238,54,3156,3287
1,21,2,"0",3,5,3,2,0,16009,7.2,18511,268,55,-473,383,16,6,"1",5,3,7,0,0,16482,6.8,18128,246,46,473,-383
0,14,4,"0",5,10,4,0,0,15102,6.4,16437,196,36,-3397,-2282,22,2,"1",10,5,12,1,0,18499,7,18719,225,49,3397,2282
0,40,4,"0",6,9,5,0,0,15499,6.8,17298,222,28,-1937,-1514,13,5,"1",9,6,12,1,0,17436,7,18812,204,59,1937,1514
1,37,6,"1",10,4,10,0,0,18456,7.2,19319,218,48,3765,2661,15,2,"0",4,10,3,0,0,14691,6.8,16658,193,47,-3765,-2661
0,13,2,"1",5,2,5,1,0,15767,7,17413,224,52,384,-690,16,3,"0",2,5,3,1,0,15383,7,18103,250,48,-384,690
1,16,1,"1",11,5,12,1,0,18890,7.2,19229,223,40,2708,682,16,4,"0",5,11,4,0,0,16182,7.2,18547,230,47,-2708,-682
0,15,4,"1",4,8,3,0,0,14901,7,17696,209,42,-2427,-1462,16,0,"0",8,4,7,0,0,17328,7.2,19158,224,52,2427,1462
1,18,2,"1",6,3,7,1,0,16785,7.4,19346,245,45,1901,684,48,1,"0",3,6,2,0,0,14884,7,18662,211,68,-1901,-684
1,37,0,"0",10,5,15,1,0,18786,7.2,18509,235,60,2480,1699,15,1,"1",5,10,8,1,0,16306,6.8,16810,221,40,-2480,-1699
0,16,2,"0",1,10,2,1,0,14727,6.6,16272,219,52,-3581,-2467,14,6,"1",10,1,15,1,0,18308,7,18739,248,31,3581,2467
1,35,4,"1",10,5,14,2,0,18009,7.2,18763,200,55,2911,1378,15,3,"0",5,10,5,0,0,15098,6.8,17385,212,52,-2911,-1378
0,16,3,"0",1,4,2,1,0,14526,6.8,17366,224,50,-1245,-1370,16,4,"1",4,1,4,1,0,15771,7,18736,241,53,1245,1370
0,15,2,"0",8,6,8,1,0,16627,6.8,17397,212,50,166,-497,14,0,"1",6,8,6,1,0,16461,7,17894,209,53,-166,497
0,14,6,"0",1,6,1,0,0,13075,6.4,15488,169,56,-6309,-3115,19,1,"1",6,1,5,0,1,19384,7.2,18603,270,48,6309,3115
0,16,1,"0",5,11,4,0,0,16105,6.8,17502,214,35,-2047,-2555,141,1,"1",11,5,5,1,0,18152,7.6,20057,208,52,2047,2555
0,15,2,"1",3,4,6,0,0,14782,6.8,16677,213,49,-1464,-1509,19,1,"0",4,3,4,1,0,16246,7,18186,238,56,1464,1509
1,13,3,"1",5,3,4,2,0,15889,7,18189,217,52,874,-302,39,2,"0",3,5,4,0,0,15015,7.2,18491,215,52,-874,302
0,18,10,"1",2,5,3,1,0,15158,6.8,17387,250,43,-627,183,45,8,"0",5,2,9,0,0,15785,6.8,17204,243,24,627,-183
0,16,3,"0",3,3,4,0,0,15073,6.8,17578,227,54,-334,-292,12,3,"1",3,3,3,0,0,15407,6.8,17870,251,46,334,292
0,19,2,"1",7,8,5,1,0,17125,7.2,18785,240,52,449,1210,16,3,"0",8,7,13,0,0,16676,7,17575,177,48,-449,-1210
0,17,4,"0",6,9,6,0,0,16377,6.6,16818,209,49,-780,-73,24,2,"1",9,6,14,0,0,17157,6.6,16891,200,32,780,73
0,20,4,"0",4,6,4,1,0,15888,7.4,18421,234,65,-205,1064,18,2,"1",6,4,7,0,0,16093,7,17357,217,32,205,-1064
0,16,4,"0",2,3,3,0,0,14414,6.8,17356,226,60,-1731,-1585,16,0,"1",3,2,3,0,0,16145,7,18941,268,56,1731,1585
0,34,2,"0",10,9,9,1,0,18329,7,18315,219,53,947,-188,47,3,"1",9,10,11,0,0,17382,7.2,18503,194,48,-947,188
0,16,3,"1",6,7,10,0,0,16245,6.8,16720,215,34,-713,-1111,18,3,"0",7,6,5,1,0,16958,6.8,17831,207,47,713,1111
1,15,1,"1",3,4,2,1,0,16120,6.8,17683,223,56,1171,-1140,13,2,"0",4,3,3,0,0,14949,7.2,18823,207,46,-1171,1140
0,10,1,"1",5,7,8,0,0,15548,6.4,16604,191,52,-459,-307,16,2,"0",7,5,9,1,0,16007,6.8,16911,196,40,459,307
1,19,3,"1",8,2,12,0,0,17432,7.2,18495,209,44,2673,1388,11,2,"0",2,8,4,1,0,14759,6.6,17107,216,64,-2673,-1388
1,18,4,"1",9,7,10,1,0,16922,6.8,17350,207,36,-251,-1675,15,3,"0",7,9,3,0,0,17173,7.2,19025,221,48,251,1675
0,29,2,"1",5,2,5,0,0,16142,7.2,18818,245,49,534,634,15,4,"0",2,5,2,2,0,15608,6.8,18184,277,58,-534,-634
0,14,3,"0",2,8,2,1,0,14630,6.6,17694,211,60,-4005,-2248,14,5,"1",8,2,7,0,0,18635,7.4,19942,271,47,4005,2248
1,15,2,"1",2,4,1,2,0,15131,7,18134,239,64,-318,86,17,3,"0",4,2,5,0,0,15449,6.8,18048,216,44,318,-86
0,12,2,"1",8,5,7,1,0,17697,7.2,18512,203,59,2682,2118,15,0,"0",5,8,5,1,0,15015,6.6,16394,165,50,-2682,-2118
0,15,5,"1",4,3,5,1,0,16116,7,17653,244,47,2092,1763,13,2,"0",3,4,2,0,0,14024,6.4,15890,191,48,-2092,-1763
1,18,1,"0",10,7,9,0,0,18485,7.4,19949,228,52,2300,2148,16,3,"1",7,10,6,0,0,16185,7.2,17801,187,43,-2300,-2148
1,15,2,"1",6,3,4,1,0,16980,7,18593,241,44,2642,1346,16,3,"0",3,6,5,0,0,14338,6.6,17247,188,54,-2642,-1346
1,14,2,"1",5,4,6,0,0,17066,6.8,17494,236,46,2833,220,12,0,"0",4,5,2,1,0,14233,7,17274,172,67,-2833,-220
0,14,3,"1",8,8,9,0,0,17202,6.6,17447,214,40,-336,-1059,14,0,"0",8,8,9,1,0,17538,7,18506,214,71,336,1059
0,15,2,"0",1,8,2,1,0,14702,6.6,16461,214,55,-5136,-3713,14,3,"1",8,1,7,0,1,19838,7.6,20174,289,46,5136,3713
1,14,2,"0",13,7,11,0,0,18692,7.4,19886,238,40,1872,3579,13,2,"1",7,13,11,0,0,16820,6.6,16307,215,36,-1872,-3579
0,16,4,"0",11,13,13,1,0,18549,6.8,16837,182,56,-1048,-450,15,4,"1",13,11,17,1,1,19597,6.8,17287,201,40,1048,450
1,15,2,"0",4,5,3,1,0,15859,7.2,18390,242,59,-88,-932,41,2,"1",5,4,10,0,0,15947,7.2,19322,222,61,88,932
1,15,2,"0",4,9,5,0,0,16044,7,18226,224,56,-1427,-1008,18,2,"1",9,4,6,0,0,17471,7.2,19234,243,28,1427,1008
1,17,2,"0",8,11,6,1,0,15941,6.8,16613,180,37,-2440,-1603,14,5,"1",11,8,15,0,0,18381,6.8,18216,219,40,2440,1603
0,23,2,"1",5,9,4,0,0,15675,6.6,16844,229,39,-1614,-2256,14,3,"0",9,5,12,1,0,17289,7.2,19100,215,56,1614,2256
1,15,5,"0",4,7,2,1,0,15682,6.8,17438,234,60,-1075,73,19,2,"1",7,4,6,0,0,16757,6.8,17365,213,51,1075,-73
1,56,2,"1",7,8,7,2,0,15843,6.8,17154,190,44,-1799,-1304,17,3,"0",8,7,15,0,0,17642,6.8,18458,196,48,1799,1304
1,16,3,"1",12,3,11,1,0,18248,7.4,19855,201,48,3296,3231,12,0,"0",3,12,3,0,0,14952,6.4,16624,201,47,-3296,-3231
1,13,4,"0",4,7,3,0,0,15333,7,18073,201,68,-1942,57,18,3,"1",7,4,5,1,0,17275,6.8,18016,236,48,1942,-57
1,17,6,"1",8,4,10,1,0,17496,7.2,18253,246,31,2013,247,16,4,"0",4,8,3,0,0,15483,7,18006,229,60,-2013,-247
1,14,6,"1",12,8,15,2,0,19809,7,18530,221,52,3574,1210,22,2,"0",8,12,11,0,0,16235,6.8,17320,166,45,-3574,-1210
1,21,5,"1",13,3,9,1,0,19329,7,19021,246,36,6000,5033,36,3,"0",3,13,5,1,0,13329,6,13988,142,56,-6000,-5033
0,22,3,"0",5,9,2,0,1,15600,6.2,14986,193,36,-3128,-2320,15,6,"1",9,5,9,1,1,18728,6.8,17306,232,46,3128,2320
1,15,4,"0",4,4,1,2,0,16292,7.2,18889,274,50,1229,1059,18,2,"1",4,4,2,0,0,15063,7,17830,220,50,-1229,-1059
0,22,6,"1",5,10,6,1,0,17677,7,18225,269,51,1285,1300,18,5,"0",10,5,9,1,0,16392,6.6,16925,173,44,-1285,-1300
0,38,2,"0",5,10,6,0,0,15141,6.8,17635,176,48,-3274,-1385,12,15,"1",10,5,8,1,0,18415,7.2,19020,238,36,3274,1385
0,15,4,"0",5,8,1,0,0,14897,7,17306,212,47,-1770,325,16,2,"1",8,5,9,1,0,16667,6.8,16981,191,46,1770,-325
1,46,0,"1",8,3,14,1,0,17520,7,18610,211,55,1892,890,11,2,"0",3,8,4,0,0,15628,6.8,17720,250,52,-1892,-890
0,17,3,"1",8,7,9,0,0,17164,7,18932,222,55,525,902,17,0,"0",7,8,7,0,0,16639,6.8,18030,215,55,-525,-902
0,12,5,"1",5,6,8,1,0,15999,6.6,17033,234,44,-415,-498,16,1,"0",6,5,8,0,0,16414,7,17531,226,48,415,498
1,10,2,"0",2,6,1,0,0,14542,6.8,17517,234,48,-1751,-1585,15,1,"1",6,2,4,1,0,16293,7,19102,229,56,1751,1585
1,12,2,"1",14,6,10,1,1,20225,6.6,17976,194,50,4453,2458,17,2,"0",6,14,6,1,0,15772,6.6,15518,189,40,-4453,-2458
0,17,2,"1",11,6,10,1,0,18203,7,18175,199,56,1393,441,29,4,"0",6,11,2,0,0,16810,6.8,17734,224,52,-1393,-441
1,18,3,"0",6,5,4,2,0,16787,7.2,18618,253,52,534,154,17,3,"1",5,6,10,0,0,16253,7.2,18464,197,75,-534,-154
0,19,3,"1",2,11,2,0,0,14959,6.8,16588,226,54,-3301,-2246,16,2,"0",11,2,18,1,0,18260,7.4,18834,203,53,3301,2246
1,17,0,"0",4,7,4,2,0,15132,6.8,16489,190,64,-2022,-2023,14,2,"1",7,4,7,0,0,17154,7.2,18512,242,44,2022,2023
0,14,2,"0",3,6,4,0,0,16354,7,17848,252,46,176,-172,51,3,"1",6,3,7,1,0,16178,6.8,18020,202,55,-176,172
0,13,3,"0",2,5,2,1,0,14652,6.8,17192,205,52,-458,-559,14,0,"1",5,2,3,1,0,15110,6.8,17751,210,52,458,559
0,30,13,"1",4,2,7,0,0,15331,6.8,17540,182,61,676,-576,64,4,"0",2,4,1,1,0,14655,7.2,18116,216,54,-676,576
1,18,6,"0",6,4,5,1,0,17002,7.2,18755,218,71,2536,3339,14,3,"1",4,6,0,1,0,14466,6.4,15416,210,35,-2536,-3339
1,53,4,"0",7,11,10,0,0,16308,6.8,16771,189,44,-1751,-2784,40,1,"1",11,7,9,1,0,18059,7.4,19555,200,58,1751,2784
1,17,2,"0",7,10,9,0,0,16282,6.8,16826,198,45,-1516,-1467,16,4,"1",10,7,10,2,0,17798,6.8,18293,201,47,1516,1467
0,14,2,"1",3,7,3,0,0,14110,6.4,15832,162,48,-2566,-2246,15,2,"0",7,3,3,0,0,16676,6.8,18078,228,47,2566,2246
0,85,3,"1",4,8,5,0,0,15426,7,17467,226,47,-2023,-2678,16,2,"0",8,4,4,1,0,17449,7.4,20145,251,60,2023,2678
0,14,2,"0",5,6,4,1,0,15983,6.8,17562,222,51,-276,179,16,3,"1",6,5,8,0,0,16259,6.8,17383,189,48,276,-179
1,18,4,"1",7,4,5,2,0,16801,7.2,18563,211,60,1574,1834,12,1,"0",4,7,3,0,0,15227,6.8,16729,200,43,-1574,-1834
1,22,2,"0",6,3,10,0,0,17141,7.2,19142,232,54,2378,2190,15,2,"1",3,6,1,1,0,14763,6.8,16952,206,56,-2378,-2190
0,16,3,"1",4,9,4,0,0,15122,7,17694,195,48,-3223,-2518,12,2,"0",9,4,10,2,0,18345,7.4,20212,235,68,3223,2518
0,16,3,"0",5,5,7,0,0,16878,7,19372,238,63,808,1415,38,5,"1",5,5,8,1,0,16070,7,17957,214,56,-808,-1415
1,38,0,"1",8,2,8,0,0,18274,7,18615,238,45,3803,2825,15,0,"0",2,8,6,0,0,14471,6.4,15790,201,51,-3803,-2825
0,17,5,"0",2,8,3,0,0,14176,6.8,17054,194,48,-3360,-1842,19,3,"1",8,2,7,1,0,17536,7.2,18896,228,56,3360,1842
1,16,4,"0",6,2,9,0,0,17549,7.2,19231,243,64,2397,1405,21,3,"1",2,6,1,1,0,15152,6.8,17826,248,44,-2397,-1405
